loc_id,Bl3_id,Bl3_id_uniq
LOC118431776,SMARCA4,Smarca4
LOC118419907,SMARCA5,Smarca5
LOC118422161,SMARCAD1,Smarcad1
LOC118423874,SMARCAL1,Smarcal1
LOC118425764,SMARCB1,Smarcb1
LOC118403816,SMARCC2,Smarcc2
LOC118412863,SMARCD1,Smarcd1
LOC118424259,SMARCD1,Smarcd1-Loc118424259
LOC118403181,SMARCE1,Smarce1
LOC118415765,SMC1A,Smc1a
LOC118431822,SMC2,Smc2
LOC118414893,SMC3,Smc3
LOC118427338,SMC4,Smc4
LOC118409915,SMC5,Smc5
LOC118409497,SMC6,Smc6
LOC118404999,SMCHD1,Smchd1
LOC118408047,SMCR8,Smcr8
LOC118429260,SMDT1,Smdt1
LOC118429333,SMG1,Smg1
LOC118404059,SMG5,Smg5
LOC118427313,SMG6,Smg6
LOC118422079,SMG7,Smg7
LOC118410328,SMG8,Smg8
LOC118403007,SMIM12,Smim12
LOC118426584,SMIM14,Smim14
LOC118431447,SMIM15,Smim15
LOC118416677,SMKR1,Smkr1
LOC118409096,SMN2,Smn2
LOC118404573,SMNDC1,Smndc1
LOC118404525,SMO,Smo
LOC118412270,SMOC1,Smoc1
LOC118419440,SMOC2,Smoc2
LOC118428876,SMOX,Smox
LOC118424166,SMPD1,Smpd1
LOC118424167,SMPD1,Smpd1-Loc118424167
LOC118425481,SMPD2,Smpd2
LOC118408353,SMPD2,Smpd2-Loc118408353
LOC118417312,SMPD3,Smpd3
LOC118417396,SMPD3,Smpd3-Loc118417396
LOC118404981,SMPD4,Smpd4
LOC118410119,SMPDL3B,Smpdl3b
LOC118412899,SMPDL3B,Smpdl3b-Loc118412899
LOC118429667,SMPDL3B,Smpdl3b-Loc118429667
LOC118426652,SMTN,Smtn
LOC118412242,SMU1,Smu1
LOC118403468,SMUG1,Smug1
LOC118428739,SMURF2,Smurf2
LOC118423014,SMYD2,Smyd2
LOC118417594,SMYD2,Smyd2-Loc118417594
LOC118418169,SMYD2,Smyd2-Loc118418169
LOC118415571,SMYD2_TDRD1,Smyd2-Tdrd1
LOC118421372,SMYD3,Smyd3
LOC118404013,SMYD4,Smyd4
LOC118414036,SMYD4,Smyd4-Loc118414036
LOC118413312,SMYD5,Smyd5
LOC118430945,SMYD5,Smyd5-Loc118430945
LOC118417825,SNAI2,Snail
LOC118419299,SNAP23,Snap23
LOC118422991,SNAP23,Snap23-Loc118422991
LOC118423582,SNAP29,Snap29
LOC118408459,SNAP47,Snap47
LOC118425182,SNAPC1,Snapc1
LOC118421830,SNAPC4,Snapc4
LOC118412669,SNAPC5,Snapc5
LOC118411309,SNCAIP,Sncaip
LOC118406731,SND1,Snd1
LOC118404944,SNED1,Sned1
LOC118409092,SNED1_NOTCH1_FCGBP_NOTCH2,Sned1-Notch1-Fcgbp-Notch2
LOC118424571,SNF8,Snf8
LOC118418379,SNRK,Snrk
LOC118413376,SNRNP200,Snrnp200
LOC118424425,SNRNP25,Snrnp25
LOC118413186,SNRNP27,Snrnp27
LOC118423615,SNRNP35,Snrnp35
LOC118404388,SNRNP40,Snrnp40
LOC118409593,SNRNP48,Snrnp48
LOC118413065,SNRNP70,Snrnp70
LOC118412989,SNRPA,Snrpa
LOC118431688,SNRPA1,Snrpa1
LOC118418531,SNRPB,Snrpb
LOC118413219,SNRPC,Snrpc
LOC118423127,SNRPD2,Snrpd2
LOC118408433,SNRPD3,Snrpd3
LOC118407314,SNRPE,Snrpe
LOC118415572,SNRPF,Snrpf
LOC118413295,SNRPG,Snrpg
LOC118417301,SNTB1,Sntb1
LOC118404576,SNTG2,Sntg2
LOC118429722,SNU13,Snu13
LOC118409843,SNUPN,Snupn
LOC118408410,SNW1,Snw1
LOC118403267,SNX11,Snx11
LOC118423255,SNX12,Snx12
LOC118425040,SNX13,Snx13
LOC118428950,SNX14,Snx14
LOC118418510,SNX15,Snx15
LOC118417661,SNX16,Snx16
LOC118417766,SNX16,Snx16-Loc118417766
LOC118404568,SNX17,Snx17
LOC118404006,SNX19,Snx19
LOC118410196,SNX2,Snx2
LOC118410287,SNX24,Snx24
LOC118415780,SNX25,Snx25
LOC118409535,SNX27,Snx27
LOC118419816,SNX27,Snx27-Loc118419816
LOC118432536,SNX30,Snx30
LOC118420529,SNX32,Snx32
LOC118409830,SNX33,Snx33
LOC118409249,SNX33,Snx33-Loc118409249
LOC118432703,SNX4,Snx4
LOC118415370,SNX5,Snx5
LOC118429275,SNX8,Snx8
LOC118424040,SOAT1,Soat1
LOC118422752,SOBP,Sobp
LOC118405938,SOBP_UAP1,Sobp-Uap1
LOC118422404,SOCS2,Socs2
LOC118418435,SOCS2,Socs2-Loc118418435
LOC118422403,SOCS2,Socs2-Loc118422403
LOC118422805,SOCS2,Socs2-Loc118422805
LOC118429981,SOCS5,Socs5
LOC118417423,SOCS6,Socs6
LOC118406030,SOCS7,Socs7
LOC118415820,SOD1,Sod1
LOC118423328,SOD2,Sod2
LOC118411644,SOD2,Sod2-Loc118411644
LOC118404316,SOGA3,Soga3
LOC118422416,SON,Son
LOC118405894,SON,Son-Loc118405894
LOC118412142,SORBS3,Sorbs3
LOC118413508,SORCS3,Sorcs3
LOC118422883,SORD,Sord
LOC118404134,SORD,Sord-Loc118404134
LOC118407503,SORD,Sord-Loc118407503
LOC118409407,SORD,Sord-Loc118409407
LOC118409409,SORD,Sord-Loc118409409
LOC118410603,SORD,Sord-Loc118410603
LOC118422748,SORD,Sord-Loc118422748
LOC118426341,SORD,Sord-Loc118426341
LOC118424336,SORL1,Sorl1
LOC118405586,SORL1,Sorl1-Loc118405586
LOC118407846,SORL1,Sorl1-Loc118407846
LOC118415904,SORL1,Sorl1-Loc118415904
LOC118416495,SORT1,Sort1
LOC118424528,SOS2,Sos2
LOC118403894,SOSTDC1,Sostdc1
LOC118417042,SOWAHC,Sowahc
LOC118410976,SOX2,Sox1/2/3
LOC118428639,SOX11,Sox11
LOC118427458,SOX14,Sox14
LOC118410953,SOX2,Sox2-Loc118410953
LOC118419844,SOX4,Sox4-Loc118419844
LOC118410113,SOX7,Sox7
LOC118429080,SOX9,SoxE
LOC118427232,SOX2,SoxB1c
LOC118409483,SOX4,SoxC
LOC118413151,SOX6,SoxD
LOC118406120,SP4,Sp4
LOC118405876,SP5,Sp5
LOC118405740,SP9,Sp9
LOC118426855,SPA17,Spa17
LOC118417167,SPA17,Spa17-Loc118417167
LOC118409749,SPACA5,Spaca5
LOC118420684,SPACA9,Spaca9
LOC118421784,SPACA9,Spaca9-Loc118421784
LOC118404009,SPAG1,Spag1
LOC118403390,SPAG16,Spag16
LOC118422959,SPAG17,Spag17
LOC118411366,SPAG5,Spag5
LOC118418970,SPAG9,Spag9
LOC118410956,SPARC,Sparc
LOC118411009,SPARCL1,Sparcl1
LOC118414962,SPAST,Spast
LOC118431695,SPATA1,Spata1
LOC118417628,SPATA2,Spata2
LOC118429628,SPATA20,Spata20
LOC118414109,SPATA24,Spata24
LOC118414708,SPATA4,Spata4
LOC118418905,SPATA4,Spata4-Loc118418905
LOC118419064,SPATA5,Spata5
LOC118410288,SPATA5L1,Spata5l1
LOC118431690,SPATA6,Spata6
LOC118417067,SPATA7,Spata7
LOC118422478,SPATS1,Spats1
LOC118407950,SPATS2L,Spats2l
LOC118406414,SPC24,Spc24
LOC118424572,SPC25,Spc25
LOC118430573,SPCS1,Spcs1
LOC118427656,SPCS2,Spcs2
LOC118419872,SPCS3,Spcs3
LOC118426433,SPDEF,Spdef
LOC118415714,SPDL1,Spdl1
LOC118426135,SPECC1L,Specc1l
LOC118431361,SPEF2_EBNA1BP2,Spef2-Ebna1bp2
LOC118430579,SPEN,Spen
LOC118409910,SPG11,Spg11
LOC118419498,SPG20,Spg20
LOC118417445,SPG7,Spg7
LOC118414344,SPI1,Spi1
LOC118412785,SPIC,Spic
LOC118432258,SPICE1,Spice1
LOC118418103,SPIDR,Spidr
LOC118417456,SPIRE1,Spire1
LOC118425997,SPNS1,Spns1
LOC118421515,SPNS2,Spns2
LOC118410823,SPOCK3,Spock3
LOC118406830,SPON1,Spon1
LOC118414975,SPON2,Spon2
LOC118416931,SPON2,Spon2-Loc118416931
LOC118403899,SPOP,Spop
LOC118429219,SPOP,Spop-Loc118429219
LOC118420478,SPOUT1,Spout1
LOC118412101,SPPL2A,Sppl2a
LOC118425495,SPPL3,Sppl3
LOC118410122,SPPL3,Sppl3-Loc118410122
LOC118430567,SPR,Spr
LOC118409801,SPR,Spr-Loc118409801
LOC118412662,SPR,Spr-Loc118412662
LOC118414398,SPR,Spr-Loc118414398
LOC118427753,SPR,Spr-Loc118427753
LOC118414796,SPRED2,Spred2
LOC118410907,SPRR3,Sprr3
LOC118416103,SPRTN,Sprtn
LOC118419323,SPRY2,Spry2
LOC118427253,SPRYD3,Spryd3
LOC118427658,SPRYD7,Spryd7
LOC118430361,SPSB1,Spsb1
LOC118428860,SPSB3,Spsb3
LOC118421631,SPTA1,Spta1
LOC118411824,SPTBN1,Sptbn1
LOC118423381,SPTBN5,Sptbn5
LOC118431321,SPTLC1,Sptlc1
LOC118417793,SPTLC2,Sptlc2
LOC118413937,SPTY2D1,Spty2d1
LOC118410114,SQLE,Sqle
LOC118407755,SQRDL,Sqrdl
LOC118419585,SQSTM1,Sqstm1
LOC118416544,SRBD1,Srbd1
LOC118423819,SRCIN1,Srcin1
LOC118428143,SRD5A1,Srd5a1
LOC118410154,SRD5A1,Srd5a1-Loc118410154
LOC118421028,SRD5A1,Srd5a1-Loc118421028
LOC118419203,SRD5A3,Srd5a3
LOC118419500,SREBF1,Srebf1
LOC118431800,SREK1,Srek1
LOC118415142,SRF,Srf
LOC118409214,SRFBP1,Srfbp1
LOC118416686,SRGAP1,Srgap1
LOC118426632,SRI,Sri
LOC118424373,SRI,Sri-Loc118424373
LOC118426623,SRL,Srl
LOC118423464,SRM,Srm
LOC118407326,SRM,Srm-Loc118407326
LOC118417611,SRP14,Srp14
LOC118424169,SRP54,Srp54
LOC118405616,SRP68,Srp68
LOC118414297,SRP72,Srp72
LOC118414248,SRP9,Srp9
LOC118415250,SRPK1,Srpk1
LOC118422520,SRPRA,Srpra
LOC118432436,SRPRB,Srprb
LOC118415653,SRPX2,Srpx2
LOC118430995,SRR,Srr
LOC118410170,SRR,Srr-Loc118410170
LOC118416035,SRR,Srr-Loc118416035
LOC118421738,SRR,Srr-Loc118421738
LOC118431804,SRR,Srr-Loc118431804
LOC118404434,SRRD,Srrd
LOC118422448,SRRM1,Srrm1
LOC118426496,SRRM2,Srrm2
LOC118425779,SRSF1,Srsf1
LOC118425773,SRSF1,Srsf1-Loc118425773
LOC118413099,SRSF3,Srsf3
LOC118413098,SRSF3,Srsf3-Loc118413098
LOC118418530,SRSF3,Srsf3-Loc118418530
LOC118417008,SRSF4,Srsf4
LOC118414769,SRSF4,Srsf4-Loc118414769
LOC118412937,SRSF7,Srsf7
LOC118417613,SS18,Ss18
LOC118405488,SSB,Ssb
LOC118432025,SSBP3,Ssbp3
LOC118405365,SSFA2,Ssfa2
LOC118407297,SSH2,Ssh2
LOC118421589,SSNA1,Ssna1
LOC118408870,SSR1,Ssr1
LOC118410283,SSR2,Ssr2
LOC118431003,SSR3,Ssr3
LOC118416476,SSR4,Ssr4
LOC118425851,SSRP1,Ssrp1
LOC118427987,SSSCA1,Sssca1
LOC118403602,SSTR2,Sstr2
LOC118403594,SSTR2,Sstr2-Loc118403594
LOC118429211,SSTR2,Sstr2-Loc118429211
LOC118428660,SSTR4,Sstr4
LOC118418164,SSTR5,Sstr5
LOC118421328,SSTR5,Sstr5-Loc118421328
LOC118428654,SSTR5_UTS2R,Sstr5-Uts2r
LOC118430421,SSU72,Ssu72
LOC118424665,SSUH2,Ssuh2
LOC118414579,SSUH2,Ssuh2-Loc118414579
LOC118415816,SSUH2,Ssuh2-Loc118415816
LOC118409811,SSX2IP,Ssx2ip
LOC118420293,ST13,St13
LOC118423116,ST14,St14
LOC118404123,ST14,St14-Loc118404123
LOC118406282,ST14,St14-Loc118406282
LOC118411111,ST14,St14-Loc118411111
LOC118421701,ST14,St14-Loc118421701
LOC118411351,ST3GAL1,St3gal1
LOC118410169,ST3GAL1,St3gal1-Loc118410169
LOC118411749,ST3GAL1_ST6GALNAC1,St3gal1-St6galnac1
LOC118417518,ST3GAL2,St3gal2
LOC118424058,ST3GAL3,St3gal3
LOC118410395,ST3GAL3,St3gal3-Loc118410395
LOC118431955,ST3GAL3,St3gal3-Loc118431955
LOC118429119,ST6GAL1,St6gal1
LOC118429120,ST6GAL1,St6gal1-Loc118429120
LOC118429481,ST6GAL1,St6gal1-Loc118429481
LOC118428124,ST6GAL2,St6gal2
LOC118418499,ST6GAL2,St6gal2-Loc118418499
LOC118424170,ST6GALNAC1,St6galnac1
LOC118420642,ST6GALNAC1,St6galnac1-Loc118420642
LOC118430484,ST6GALNAC1,St6galnac1-Loc118430484
LOC118431391,ST6GALNAC1_PTPRA,St6galnac1-Ptpra
LOC118423090,ST6GALNAC2,St6galnac2
LOC118406423,ST6GALNAC2,St6galnac2-Loc118406423
LOC118415285,ST6GALNAC2_ST6GALNAC1,St6galnac2-St6galnac1
LOC118406092,ST6GALNAC4,St6galnac4
LOC118406181,ST6GALNAC4,St6galnac4-Loc118406181
LOC118414316,ST6GALNAC4,St6galnac4-Loc118414316
LOC118414638,ST6GALNAC4,St6galnac4-Loc118414638
LOC118414664,ST6GALNAC4,St6galnac4-Loc118414664
LOC118420801,ST6GALNAC4,St6galnac4-Loc118420801
LOC118429102,ST6GALNAC4,St6galnac4-Loc118429102
LOC118415346,ST7,St7
LOC118427768,ST8SIA1,St8sia1
LOC118406661,ST8SIA1,St8sia1-Loc118406661
LOC118414748,ST8SIA1,St8sia1-Loc118414748
LOC118417057,ST8SIA1,St8sia1-Loc118417057
LOC118428117,ST8SIA1,St8sia1-Loc118428117
LOC118428953,ST8SIA1,St8sia1-Loc118428953
LOC118425444,ST8SIA2,St8sia2
LOC118405386,ST8SIA2,St8sia2-Loc118405386
LOC118406433,ST8SIA2,St8sia2-Loc118406433
LOC118407199,ST8SIA2,St8sia2-Loc118407199
LOC118411621,ST8SIA2,St8sia2-Loc118411621
LOC118411930,ST8SIA2,St8sia2-Loc118411930
LOC118411934,ST8SIA2,St8sia2-Loc118411934
LOC118411945,ST8SIA2,St8sia2-Loc118411945
LOC118412298,ST8SIA2,St8sia2-Loc118412298
LOC118416435,ST8SIA2,St8sia2-Loc118416435
LOC118418008,ST8SIA2,St8sia2-Loc118418008
LOC118418009,ST8SIA2,St8sia2-Loc118418009
LOC118418504,ST8SIA2,St8sia2-Loc118418504
LOC118420401,ST8SIA2,St8sia2-Loc118420401
LOC118422558,ST8SIA2,St8sia2-Loc118422558
LOC118406427,ST8SIA2_RAB21,St8sia2-Rab21
LOC118412320,ST8SIA2_ST8SIA4,St8sia2-St8sia4
LOC118411957,ST8SIA3,St8sia3
LOC118410803,ST8SIA3,St8sia3-Loc118410803
LOC118413403,ST8SIA3,St8sia3-Loc118413403
LOC118423092,ST8SIA4,St8sia4
LOC118405384,ST8SIA4,St8sia4-Loc118405384
LOC118406180,ST8SIA4,St8sia4-Loc118406180
LOC118409610,ST8SIA4,St8sia4-Loc118409610
LOC118411931,ST8SIA4,St8sia4-Loc118411931
LOC118419392,ST8SIA4,St8sia4-Loc118419392
LOC118419768,ST8SIA4,St8sia4-Loc118419768
LOC118420351,ST8SIA4,St8sia4-Loc118420351
LOC118424676,ST8SIA4,St8sia4-Loc118424676
LOC118426534,ST8SIA4,St8sia4-Loc118426534
LOC118429264,ST8SIA4,St8sia4-Loc118429264
LOC118422376,ST8SIA5,St8sia5
LOC118412540,ST8SIA5,St8sia5-Loc118412540
LOC118415688,ST8SIA5,St8sia5-Loc118415688
LOC118426386,ST8SIA5,St8sia5-Loc118426386
LOC118428256,ST8SIA5,St8sia5-Loc118428256
LOC118422300,ST8SIA6,St8sia6
LOC118411761,ST8SIA6,St8sia6-Loc118411761
LOC118414314,ST8SIA6,St8sia6-Loc118414314
LOC118417059,ST8SIA6,St8sia6-Loc118417059
LOC118417631,ST8SIA6,St8sia6-Loc118417631
LOC118425967,ST8SIA6,St8sia6-Loc118425967
LOC118429081,ST8SIA6,St8sia6-Loc118429081
LOC118430116,ST8SIA6,St8sia6-Loc118430116
LOC118415423,STAB2,Stab2
LOC118403213,STAC,Stac
LOC118426913,STAG1,Stag1
LOC118404566,STAM,Stam
LOC118410839,STAMBP,Stambp
LOC118419588,STARD10,Stard10
LOC118432736,STARD3,Stard3
LOC118413695,STARD7,Stard7
LOC118403966,STAT5A_STAT5B,Stat5a-Stat5b
LOC118417526,STAT5B,Stat5b
LOC118404522,STAU2,Stau2
LOC118416556,STEAP3,Steap3
LOC118419405,STEAP3,Steap3-Loc118419405
LOC118420243,STEAP3,Steap3-Loc118420243
LOC118431790,STIL,Stil
LOC118418872,STIM1,Stim1
LOC118414473,STIP1,Stip1
LOC118413820,STK10,Stk10
LOC118432534,STK11,Stk11
LOC118432757,STK11IP,Stk11ip
LOC118424564,STK16,Stk16
LOC118424397,STK17A,Stk17a
LOC118422704,STK19,Stk19
LOC118427282,STK25,Stk25
LOC118404268,STK3,Stk3
LOC118411093,STK31,Stk31
LOC118413392,STK32B,Stk32b
LOC118406829,STK33,Stk33
LOC118417941,STK35,Stk35
LOC118409711,STK35,Stk35-Loc118409711
LOC118424931,STK35,Stk35-Loc118424931
LOC118426160,STK36,Stk36
LOC118406709,STK36,Stk36-Loc118406709
LOC118414510,STK38L,Stk38l
LOC118419393,STK39,Stk39
LOC118422617,STK40,Stk40
LOC118420813,STKLD1,Stkld1
LOC118404681,STMN2,Stmn2
LOC118431642,STMN3,Stmn3
LOC118409412,STMN3,Stmn3-Loc118409412
LOC118423653,STN1,Stn1
LOC118420635,STOM,Stom
LOC118420925,STOM,Stom-Loc118420925
LOC118410921,STOML1,Stoml1
LOC118410450,STOML2,Stoml2
LOC118410917,STOX1,Stox1
LOC118403896,STPG1,Stpg1
LOC118411494,STPG2,Stpg2
LOC118431564,STRA6,Stra6
LOC118428611,STRA6,Stra6-Loc118428611
LOC118413911,STRA8,Stra8
LOC118403017,STRADA,Strada
LOC118406854,STRAP,Strap
LOC118416629,STRIP1,Strip1
LOC118430468,STRN,Strn
LOC118418772,STS,Sts
LOC118409555,STS_ARSD,Sts-Arsd
LOC118405159,STT3A,Stt3a
LOC118403582,STT3B,Stt3b
LOC118429582,STUB1,Stub1
LOC118419671,STUM,Stum
LOC118409464,STX12,Stx12
LOC118431653,STX12,Stx12-Loc118431653
LOC118417824,STX16,Stx16
LOC118405452,STX17,Stx17
LOC118414757,STX18,Stx18
LOC118426420,STX1A_STX1B,Stx1a-Stx1b
LOC118409635,STX5,Stx5
LOC118420520,STX6,Stx6
LOC118428730,STX8_NTN1,Stx8-Ntn1
LOC118421719,STXBP1,Stxbp1
LOC118419047,STXBP4,Stxbp4
LOC118422738,STXBP5,Stxbp5
LOC118427976,STYX,Styx
LOC118425727,STYXL1_ALKBH4,Styxl1-Alkbh4
LOC118409904,SUB1,Sub1
LOC118427389,SUCLA2,Sucla2
LOC118414813,SUCLG1,Suclg1
LOC118415242,SUCLG2,Suclg2
LOC118420776,SUCO,Suco
LOC118425582,SUDS3,Suds3
LOC118413258,SUFU,Sufu
LOC118423924,SUGCT,Sugct
LOC118409901,SUGP1,Sugp1
LOC118404011,SULF1,Sulf1
LOC118425628,SULT1A4,Sult1a4
LOC118410720,SULT1A4,Sult1a4-Loc118410720
LOC118427649,SULT1A4,Sult1a4-Loc118427649
LOC118412555,SULT1B1,Sult1b1
LOC118419977,SULT1B1,Sult1b1-Loc118419977
LOC118420713,SULT1B1,Sult1b1-Loc118420713
LOC118427395,SULT1B1,Sult1b1-Loc118427395
LOC118416724,SULT1C2,Sult1c2
LOC118416679,SULT1C2,Sult1c2-Loc118416679
LOC118419973,SULT1C2,Sult1c2-Loc118419973
LOC118427644,SULT1C2_SULT1C4,Sult1c2-Sult1c4
LOC118427396,SULT1C2_SULT2A1_SULT2B1,Sult1c2-Sult2a1-Sult2b1
LOC118403135,SULT1C4,Sult1c4
LOC118417861,SULT1C4,Sult1c4-Loc118417861
LOC118421746,SULT1C4,Sult1c4-Loc118421746
LOC118429543,SULT2B1,Sult2b1
LOC118403294,SULT2B1,Sult2b1-Loc118403294
LOC118424744,SULT6B1_SULT1C2,Sult6b1-Sult1c2
LOC118432644,SUMF1,Sumf1
LOC118415994,SUMF1,Sumf1-Loc118415994
LOC118430351,SUMF2,Sumf2
LOC118424096,SUMO1,Sumo1
LOC118419188,SUMO3,Sumo3
LOC118429719,SUN1,Sun1
LOC118410863,SUOX,Suox
LOC118416987,SUPT16H,Supt16h
LOC118418867,SUPT20H,Supt20h
LOC118423549,SUPT3H,Supt3h
LOC118412188,SUPT5H,Supt5h
LOC118426461,SUPT6H,Supt6h
LOC118414411,SUPV3L1,Supv3l1
LOC118420516,SURF1,Surf1
LOC118421348,SURF4,Surf4
LOC118421342,SURF4,Surf4-Loc118421342
LOC118421642,SURF4,Surf4-Loc118421642
LOC118420505,SURF6,Surf6
LOC118413607,SUSD2,Susd2
LOC118413509,SUSD2,Susd2-Loc118413509
LOC118415972,SUV39H1,Suv39h1
LOC118425728,SUZ12,Suz12
LOC118412427,SV2B,Sv2b
LOC118411719,SV2C,Sv2c
LOC118431091,SVEP1,Svep1
LOC118403544,SVEP1,Svep1-Loc118403544
LOC118417662,SVEP1,Svep1-Loc118417662
LOC118421367,SVEP1,Svep1-Loc118421367
LOC118405565,SVIL,Svil
LOC118426079,SVOP,Svop
LOC118425988,SWAP70,Swap70
LOC118420997,SWI5,Swi5
LOC118407541,SWSAP1,Swsap1
LOC118420787,SWT1,Swt1
LOC118407959,SYAP1,Syap1
LOC118409575,SYCP2L,Sycp2l
LOC118414658,SYCP3,Sycp3
LOC118431325,SYDE1,Syde1
LOC118423250,SYF2,Syf2
LOC118431851,SYK,Syk
LOC118413513,SYMPK,Sympk
LOC118415648,SYN3,Syn3
LOC118422459,SYNCRIP,Syncrip
LOC118411124,SYNDIG1,Syndig1
LOC118411261,SYNE1,Syne1
LOC118404010,SYNE1,Syne1-Loc118404010
LOC118429084,SYNGR3,Syngr3
LOC118422328,SYNJ1,Synj1
LOC118421497,SYNJ2BP,Synj2bp
LOC118409329,SYNRG,Synrg
LOC118416862,SYP,Syp
LOC118418546,SYS1,Sys1
LOC118406658,SYT1,Syt1
LOC118417681,SYT1,Syt1-Loc118417681
LOC118406743,SYT12,Syt12
LOC118418846,SYT16,Syt16
LOC118412584,SYT17,Syt17
LOC118410168,SYT2,Syt2
LOC118409273,SYT3_SYT7,Syt3-Syt7
LOC118406424,SYT4,Syt4
LOC118409560,SYT4,Syt4-Loc118409560
LOC118412583,SYT7,Syt7
LOC118406659,SYT7,Syt7-Loc118406659
LOC118419470,SYT7,Syt7-Loc118419470
LOC118425288,SYT9,Syt9
LOC118420805,SYT9,Syt9-Loc118420805
LOC118423071,SYTL5,Sytl5
LOC118430996,SYVN1,Syvn1
LOC118430576,SZRD1,Szrd1
LOC118429240,TAB1,Tab1
LOC118423580,TAB3_CBFA2T2,Tab3-Cbfa2t2
LOC118414247,TACC2_TACC3,Tacc2-Tacc3
LOC118429406,TACO1,Taco1
LOC118432246,TACR2,Tacr2
LOC118412401,TACR3,Tacr3
LOC118421506,TADA1,Tada1
LOC118426102,TADA2A,Tada2a
LOC118429383,TADA2B,Tada2b
LOC118423093,TADA3,Tada3
LOC118420046,TAF1,Taf1
LOC118430448,TAF10,Taf10
LOC118424516,TAF11,Taf11
LOC118423118,TAF12,Taf12
LOC118423639,TAF13,Taf13
LOC118415251,TAF1A,Taf1a
LOC118414718,TAF1B,Taf1b
LOC118409392,TAF1C,Taf1c
LOC118422333,TAF2,Taf2
LOC118416393,TAF3,Taf3
LOC118417690,TAF4,Taf4
LOC118428272,TAF5,Taf5
LOC118404563,TAF5L,Taf5l
LOC118406096,TAF5L,Taf5l-Loc118406096
LOC118426910,TAF6,Taf6
LOC118426471,TAF6L,Taf6l
LOC118418981,TAF7,Taf7
LOC118407161,TAF8,Taf8
LOC118416684,TAF9B,Taf9b
LOC118418503,TAL1,Tal1
LOC118406667,TALDO1,Taldo1
LOC118403719,TANC2,Tanc2
LOC118411779,TANGO2,Tango2
LOC118418357,TANGO2,Tango2-Loc118418357
LOC118414754,TANGO6,Tango6
LOC118425572,TAOK1,Taok1
LOC118414004,TAPT1,Tapt1
LOC118413789,TARBP1,Tarbp1
LOC118424064,TARBP2,Tarbp2
LOC118430918,TARDBP,Tardbp
LOC118410353,TARS,Tars
LOC118429505,TASP1,Tasp1
LOC118417578,TAT,Tat
LOC118407419,TATDN1,Tatdn1
LOC118415293,TATDN2,Tatdn2
LOC118415941,TATDN3,Tatdn3
LOC118403577,TAX1BP1,Tax1bp1
LOC118403141,TAX1BP1,Tax1bp1-Loc118403141
LOC118431868,TAX1BP3,Tax1bp3
LOC118419637,TAZ,Taz
LOC118412362,TBATA,Tbata
LOC118418979,TBC1D1,Tbc1d1
LOC118426516,TBC1D10B,Tbc1d10b
LOC118422050,TBC1D13,Tbc1d13
LOC118414567,TBC1D14,Tbc1d14
LOC118411263,TBC1D15,Tbc1d15
LOC118429059,TBC1D16,Tbc1d16
LOC118422551,TBC1D19,Tbc1d19
LOC118415542,TBC1D22B,Tbc1d22b
LOC118419559,TBC1D23,Tbc1d23
LOC118427730,TBC1D24,Tbc1d24
LOC118428088,TBC1D24,Tbc1d24-Loc118428088
LOC118415461,TBC1D25,Tbc1d25
LOC118414087,TBC1D2B,Tbc1d2b
LOC118421840,TBC1D2B,Tbc1d2b-Loc118421840
LOC118416778,TBC1D30,Tbc1d30
LOC118417296,TBC1D31,Tbc1d31
LOC118417155,TBC1D32,Tbc1d32
LOC118403113,TBC1D5,Tbc1d5
LOC118419642,TBC1D9,Tbc1d9
LOC118409959,TBCA,Tbca
LOC118415284,TBCB,Tbcb
LOC118411444,TBCC,Tbcc
LOC118425645,TBCCD1,Tbccd1
LOC118429432,TBCD,Tbcd
LOC118424447,TBCE,Tbce
LOC118409669,TBCEL,Tbcel
LOC118416011,TBCEL,Tbcel-Loc118416011
LOC118419576,TBCK,Tbck
LOC118417910,TBCK,Tbck-Loc118417910
LOC118428072,TBK1,Tbk1
LOC118406958,TBK1,Tbk1-Loc118406958
LOC118426882,TBL1XR1,Tbl1xr1
LOC118418853,TBL1Y,Tbl1y
LOC118425815,TBL2,Tbl2
LOC118429126,TBL3,Tbl3
LOC118416287,TBP,Tbp
LOC118409971,TBPL1,Tbpl1
LOC118404018,TBR1,Tbr1
LOC118403305,TBRG4,Tbrg4
LOC118425935,TBX1,Tbx1
LOC118422545,TBX15,Tbx15
LOC118425848,TBX2,Tbx2-Loc118425848
LOC118426331,TBX2,Tbx2-Loc118426331
LOC118425598,TBX2,Tbx2/3
LOC118417055,TBX20,Tbx20
LOC118425600,TBX5,Tbx5
LOC118430165,TCAF1,Tcaf1
LOC118430686,TCAF2,Tcaf2
LOC118418482,TCAIM,Tcaim
LOC118408530,TCEA2,Tcea2
LOC118413270,TCEA3,Tcea3
LOC118431289,TCEANC2,Tceanc2
LOC118414553,TCERG1,Tcerg1
LOC118416630,TCF12,Tcf12
LOC118424078,TCF15,Tcf15
LOC118428469,TCF20,Tcf20
LOC118423763,Tcf21,Tcf21
LOC118410472,TCF21,Tcf21-Loc118410472
LOC118432706,TCF21,Tcf21-Loc118432706
LOC118410623,TCF24,Tcf24
LOC118418171,TCF25,Tcf25
LOC118412533,TCF7L2,Tcf7l2
LOC118426281,TCHP,Tchp
LOC118422722,TCP1,Tcp1
LOC118406340,TCP11L1,Tcp11l1
