Loc_id,Bl3_id,Bl3_id_uniq,Bl3_id_uniq_short
LOC118416750,Hypp3182,Hypp3182,Hypp3182
LOC118415439,TTLL3,TTLL3,TTLL3
LOC118415440,HBP1,HBP1,HBP1
LOC118416121,NAMPT,NAMPT,NAMPT
LOC118416176,MID1,MID1_LOC118416176,MID1.8
LOC118415209,TRPC4,TRPC4,TRPC4
LOC118416942,Hypp3183,Hypp3183,Hypp3183
LOC118416181,TRIM56,TRIM56,TRIM56
LOC118416045,DCLRE1C,DCLRE1C,DCLRE1C
LOC118415960,ATRIP,ATRIP,ATRIP
LOC118406581,CBR1,CBR1_LOC118406581,CBR1.4
LOC118415951,Hypp3186,Hypp3186,Hypp3186
LOC118416101,MOV10,MOV10,MOV10
LOC118416104,NDUFB11,NDUFB11,NDUFB11
LOC118416257,HYDIN,HYDIN_LOC118416257,HYDIN.1
LOC118416485,GRAMD4,GRAMD4,GRAMD4
LOC118416483,C3orf20,C3orf20,C3orf20
LOC118416484,LRGUK,LRGUK,LRGUK
LOC118416486,MRPS33,MRPS33,MRPS33
LOC118415187,MET,MET_LOC118415187,MET.2
LOC118415188,CHST11,CHST11,CHST11
LOC118415229,IFRD1,IFRD1,IFRD1
LOC118415228,KIFC3,KIFC3_LOC118415228,KIFC3.1
LOC118416473,GRM3,GRM3_LOC118416473,GRM3.3
LOC118415375,GRM8,GRM8,GRM8
LOC118416945,MRC1,MRC1_LOC118416945,MRC1.5
LOC118416767,MRC1,MRC1_LOC118416767,MRC1.6
LOC118416808,RSBN1L,RSBN1L,RSBN1L
LOC118416210,SET,SET,SET
LOC118416130,PLCXD3,PLCXD3_LOC118416130,PLCXD3.1
LOC118415322,FRMD4B,FRMD4B,FRMD4B
LOC118416910,FAM107B,FAM107B,FAM107B
LOC118416209,TMEM167B,TMEM167B,TMEM167B
LOC118416909,MAPKAPK2,MAPKAPK2,MAPKAPK2
LOC118415546,RBM15B,RBM15B,RBM15B
LOC118415544,DOCK3,DOCK3,DOCK3
LOC118415545,TTC28,TTC28_LOC118415545,TTC28.17
LOC118415551,ZNF277,ZNF277,ZNF277
LOC118415552,TEX264,TEX264,TEX264
LOC118416208,Hypp3190,Hypp3190,Hypp3190
LOC118415553,Hypp3191,Hypp3191,Hypp3191
LOC118415547,CNBD2,CNBD2_LOC118415547,CNBD2.5
LOC118415548,THUMPD3,THUMPD3,THUMPD3
LOC118415550,TMEM5,TMEM5,TMEM5
LOC118416686,SRGAP1,SRGAP1,SRGAP1
LOC118415301,CUZD1,CUZD1_LOC118415301,CUZD1.7
LOC118415300,Hypp3196,Hypp3196,Hypp3196
LOC118416925,SLC35C1,SLC35C1,SLC35C1
LOC118416926,DPM3,DPM3,DPM3
LOC118416924,NCKIPSD,NCKIPSD,NCKIPSD
LOC118416923,TUBGCP6,TUBGCP6,TUBGCP6
LOC118415817,ATP5C1,ATP5C1,ATP5C1
LOC118415816,SSUH2,SSUH2_LOC118415816,SSUH2.2
LOC118416719,TCTEX1D1,TCTEX1D1_LOC118416719,TCTEX1D1.5
LOC118416715,Hypp3197,Hypp3197,Hypp3197
LOC118416730,PEBP1,PEBP1_LOC118416730,PEBP1.5
LOC118416700,YRDC,YRDC_LOC118416700,YRDC.1
LOC118416701,YRDC,YRDC_LOC118416701,YRDC.2
LOC118416711,ACOD1,ACOD1,ACOD1
LOC118416720,PHYHD1,PHYHD1_LOC118416720,PHYHD1.1
LOC118416733,Hypp3198,Hypp3198,Hypp3198
LOC118416207,Hypp3199,Hypp3199,Hypp3199
LOC118416731,Hypp3200,Hypp3200,Hypp3200
LOC118416726,Hypp3202,Hypp3202,Hypp3202
LOC118416736,Hypp3203,Hypp3203,Hypp3203
LOC118416722,SHISA4,SHISA4_LOC118416722,SHISA4.2
LOC118416727,SHISA4,SHISA4_LOC118416727,SHISA4.3
LOC118416721,Hypp3206,Hypp3206,Hypp3206
LOC118416728,TGFA,TGFA,TGFA
LOC118416734,NRG4,NRG4,NRG4
LOC118416717,Hypp3209,Hypp3209,Hypp3209
LOC118416725,Hypp3210,Hypp3210,Hypp3210
LOC118416706,SLC28A1,SLC28A1,SLC28A1
LOC118416709,SLC23A2,SLC23A2,SLC23A2
LOC118416714,BHLHE40,BHLHE40,BHLHE40
LOC118416698,TEX15,TEX15_LOC118416698,TEX15.3
LOC118416716,ASB13,ASB13,ASB13
LOC118416712,AMY2A,AMY2A,AMY2A
LOC118416703,BMS1,BMS1_LOC118416703,BMS1.1
LOC118416205,HMCN1,HMCN1_LOC118416205,HMCN1.25
LOC118416705,ARHGEF3,ARHGEF3,ARHGEF3
LOC118415766,FBLN1,FBLN1_LOC118415766,FBLN1.1
LOC118415765,SMC1A,SMC1A,SMC1A
LOC118415770,RIBC2,RIBC2,RIBC2
LOC118415768,ATXN10,ATXN10,ATXN10
LOC118415771,HSD17B10,HSD17B10,HSD17B10
LOC118415769,CRBN,CRBN,CRBN
LOC118415772,DNAJB9,DNAJB9,DNAJB9
LOC118415267,RRP9,RRP9,RRP9
LOC118415268,REST,REST_LOC118415268,REST.4
LOC118415266,PARP3,PARP3,PARP3
LOC118415325,FBXL14,FBXL14_LOC118415325,FBXL14.1
LOC118415326,WNT5A,Wnt5,WNT5A
LOC118416203,DNAH3,DNAH3,DNAH3
LOC118415684,LIN37,LIN37,LIN37
LOC118415683,HDAC11,HDAC11,HDAC11
LOC118415840,ERC1,ERC1,ERC1
LOC118415842,PIDD1,PIDD1,PIDD1
LOC118415843,TRABD,TRABD,TRABD
LOC118415844,LHFPL4,LHFPL4,LHFPL4
LOC118416627,ORC5,ORC5,ORC5
LOC118428442,C1QTNF3,C1QTNF3,C1QTNF3
LOC118415713,RELN,RELN,RELN
LOC118415734,CACNA2D2_PAFAH1B1,CACNA2D2_PAFAH1B1,CACNA2D2_PAFAH1B1
LOC118415732,PORCN,PORCN,PORCN
LOC118415969,VWC2,VWC2,VWC2
LOC118416590,KPTN,KPTN,KPTN
LOC118415738,CEP41,CEP41,CEP41
LOC118416200,TRPC5,TRPC5_LOC118416200,TRPC5.4
LOC118416691,TRPC5,TRPC5_LOC118416691,TRPC5.5
LOC118412792,TRPC5,TRPC5_LOC118412792,TRPC5.6
LOC118416552,MAGI2,MAGI2,MAGI2
LOC118416190,ANKRD28,ANKRD28_LOC118416190,ANKRD28.3
LOC118416908,Hypp3221,Hypp3221,Hypp3221
LOC118416818,Hypp3222,Hypp3222,Hypp3222
LOC118416758,Hypp3223,Hypp3223,Hypp3223
LOC118416914,Hypp3224,Hypp3224,Hypp3224
LOC118416096,ANGPT2,ANGPT2_LOC118416096,ANGPT2.9
LOC118415127,KCND2,KCND2_LOC118415127,KCND2.1
LOC118416906,QRSL1,QRSL1_LOC118416906,QRSL1.2
LOC118416028,QRSL1,QRSL1_LOC118416028,QRSL1.3
LOC118416031,QRSL1,QRSL1_LOC118416031,QRSL1.4
LOC118415518,TEP1,TEP1_LOC118415518,TEP1.5
LOC118415517,WDR87,WDR87_LOC118415517,WDR87.1
LOC118415522,Hypp3228,Hypp3228,Hypp3228
LOC118415520,PDZRN3,PDZRN3,PDZRN3
LOC118416476,SSR4,SSR4,SSR4
LOC118416027,WBSCR27,WBSCR27_LOC118416027,WBSCR27.6
LOC118416624,FGL1,FGL1_LOC118416624,FGL1.2
LOC118415744,MOV10L1,MOV10L1,MOV10L1
LOC118415745,Hypp3232,Hypp3232,Hypp3232
LOC118405517,NEURL4,NEURL4_LOC118405517,NEURL4.1
LOC118414994,ACHE,ACHE_LOC118414994,ACHE.7
LOC118415803,IRAK4,IRAK4,IRAK4
LOC118415915,QARS,QARS,QARS
LOC118415488,PTCHD3,PTCHD3_LOC118415488,PTCHD3.9
LOC118416689,WDR5_PAFAH1B1_APAF1,WDR5_PAFAH1B1_APAF1,WDR5_PAFAH1B1_APAF1
LOC118415399,UBE2N,UBE2N,UBE2N
LOC118415393,DCAF1,DCAF1,DCAF1
LOC118415395,C3orf18,C3orf18,C3orf18
LOC118415400,Hypp3237,Hmga3,Hypp3237
LOC118415398,MSRB3,MSRB3,MSRB3
LOC118415396,HEMK1,HEMK1,HEMK1
LOC118415397,CRADD,CRADD_LOC118415397,CRADD.1
LOC118416037,CRADD,CRADD_LOC118416037,CRADD.2
LOC118416947,CRADD,CRADD_LOC118416947,CRADD.3
LOC118416542,Hypp3240,Hypp3240,Hypp3240
LOC118416050,MCM10,MCM10,MCM10
LOC118415718,UPF2,UPF2,UPF2
LOC118415719,LACC1,LACC1,LACC1
LOC118415140,TSR2,TSR2,TSR2
LOC118415141,PHYH,PHYH_LOC118415141,PHYH.1
LOC118415137,RUBCN,RUBCN,RUBCN
LOC118416466,Hypp3241,Hypp3241,Hypp3241
LOC118416183,KMT2E,KMT2E,KMT2E
LOC118415809,Hypp3242,Hypp3242,Hypp3242
LOC118415807,TRPV6,TRPV6_LOC118415807,TRPV6.2
LOC118415592,NEDD1,NEDD1,NEDD1
LOC118415877,WNK3,WNK3,WNK3
LOC118416442,TRIM3,TRIM3_LOC118416442,TRIM3.29
LOC118415204,CCDC66,CCDC66,CCDC66
LOC118415203,PLEKHG7,PLEKHG7,PLEKHG7
LOC118415916,SARS,SARS,SARS
LOC118415348,ASZ1,ASZ1,ASZ1
LOC118415346,ST7,ST7,ST7
LOC118416575,WNT2B,Wnt2,WNT2B
LOC118416182,IRGC,IRGC_LOC118416182,IRGC.3
LOC118415223,MDM1,MDM1,MDM1
LOC118415221,PRICKLE2,PRICKLE2,PRICKLE2
LOC118416256,ADRA2B,ADRA2B_LOC118416256,ADRA2B.1
LOC118415698,CEP83,CEP83,CEP83
LOC118415111,PLXNA1,PLXNA1,PLXNA1
LOC118416501,AUH,AUH,AUH
LOC118416500,NIT1,NIT1,NIT1
LOC118416499,PLXNA4,PLXNA4,PLXNA4
LOC118415507,Hypp3250,Hypp3250,Hypp3250
LOC118416522,NUDT16,NUDT16,NUDT16
LOC118416519,BRAF,BRAF,BRAF
LOC118416520,AHCYL2,AHCYL2,AHCYL2
LOC118416875,Hypp3252,Hypp3252,Hypp3252
LOC118415820,SOD1,SOD1,SOD1
LOC118415715,KIAA1257,KIAA1257,KIAA1257
LOC118415992,GAL3ST1,GAL3ST1_LOC118415992,GAL3ST1.18
LOC118415996,WNT16,WNT16,WNT16
LOC118415978,CPED1,CPED1,CPED1
LOC118415990,PPM1H_GLYCTK,PPM1H_GLYCTK,PPM1H_GLYCTK
LOC118415998,WDR82,WDR82,WDR82
LOC118415993,Hypp3257,Hypp3257,Hypp3257
LOC118415982,DAG1,Dag1,DAG1
LOC118415973,ITPR1,ITPR1_LOC118415973,ITPR1.1
LOC118415994,SUMF1,SUMF1_LOC118415994,SUMF1.1
LOC118415977,DAG1,DAG1_LOC118415977,DAG1.1
LOC118415983,INTS13,INTS13,INTS13
LOC118416006,EFCAB10,EFCAB10,EFCAB10
LOC118415986,CERK,CERK,CERK
LOC118415985,G6PD,G6PD,G6PD
LOC118415981,DCLRE1B,DCLRE1B,DCLRE1B
LOC118415987,EDEM1,EDEM1,EDEM1
LOC118416005,Hypp3264,Hypp3264,Hypp3264
LOC118415976,ZFX,ZFX,ZFX
LOC118415975,KAT6A,KAT6A,KAT6A
LOC118416004,ARL8B,ARL8B,ARL8B
LOC118415997,CILP2,CILP2_LOC118415997,CILP2.2
LOC118416002,RAB43,RAB43,RAB43
LOC118415911,PUF60,PUF60_LOC118415911,PUF60.1
LOC118415761,RPP14,RPP14,RPP14
LOC118415760,CCNL2,CCNL2_LOC118415760,CCNL2.1
LOC118415758,POC1A,POC1A,POC1A
LOC118415700,DUSP7,Dusp7,DUSP7
LOC118416585,Hypp3267,Hypp3267,Hypp3267
LOC118415503,MND1,MND1,MND1
LOC118415500,PRPF18,PRPF18,PRPF18
LOC118415502,RAB20,RAB20,RAB20
LOC118415304,PPP4R2,PPP4R2,PPP4R2
LOC118416254,EDIL3_DCBLD2,EDIL3_DCBLD2,EDIL3_DCBLD2
LOC118415755,RAD54L2,RAD54L2,RAD54L2
LOC118415756,IFT122,IFT122,IFT122
LOC118415749,GTF3C1,GTF3C1,GTF3C1
LOC118415751,SEPHS1,SEPHS1,SEPHS1
LOC118415752,CYB561D2,CYB561D2,CYB561D2
LOC118415754,Hypp3283,Hypp3283,Hypp3283
LOC118415750,Hypp3284,Hypp3284,Hypp3284
LOC118416463,Hypp3285,Hypp3285,Hypp3285
LOC118416935,Hypp3286,Hypp3286,Hypp3286
LOC118416933,RBM10,RBM10_LOC118416933,RBM10.1
LOC118416936,TIMMDC1,TIMMDC1,TIMMDC1
LOC118415730,TWF1,TWF1,TWF1
LOC118415726,DDX20,DDX20,DDX20
LOC118415729,NLRC3,NLRC3_LOC118415729,NLRC3.3
LOC118415731,Hypp3288,Hypp3288,Hypp3288
LOC118415727,DNM1L,DNM1L,DNM1L
LOC118415725,NWD1,NWD1_LOC118415725,NWD1.3
LOC118415639,RPAP3,RPAP3,RPAP3
LOC118415640,TMEM229A,TMEM229A,TMEM229A
LOC118415403,Hypp3291,Hypp3291,Hypp3291
LOC118415402,CXXC1,CXXC1,CXXC1
LOC118416679,SULT1C2,SULT1C2_LOC118416679,SULT1C2.2
LOC118416248,MID1,MID1_LOC118416248,MID1.9
LOC118415795,MID2_ENDOU,MID2_ENDOU,MID2_ENDOU
LOC118415794,GM2A,GM2A,GM2A
LOC118416092,Hypp3297,Hypp3297,Hypp3297
LOC118416091,CTTNBP2,CTTNBP2,CTTNBP2
LOC118416617,TMEM2,TMEM2_LOC118416617,TMEM2.7
LOC118432629,CYP2J2_CYP2U1_CYP2D6,CYP2J2_CYP2U1_CYP2D6,CYP2J2_CYP2U1_CYP2D6
LOC118415903,CDK20,CDK20,CDK20
LOC118415906,Hypp3298,Hypp3298,Hypp3298
LOC118418217,KLHL42,KLHL42,KLHL42
LOC118415898,LRIG3,LRIG3,LRIG3
LOC118415328,LINGO2,LINGO2_LOC118415328,LINGO2.4
LOC118415237,Hypp3302,Hypp3302,Hypp3302
LOC118415881,LTF,LTF,LTF
LOC118415882,MTMR14,MTMR14,MTMR14
LOC118415883,TRMU,TRMU,TRMU
LOC118415892,KCND2,KCND2_LOC118415892,KCND2.2
LOC118416866,FHIT,FHIT,FHIT
LOC118415889,PTPRG,PTPRG,PTPRG
LOC118415891,LAMP1,LAMP1_LOC118415891,LAMP1.5
LOC118415219,Hypp3305,Hypp3305,Hypp3305
LOC118415218,Hypp3306,Hypp3306,Hypp3306
LOC118415778,SLC37A3,SLC37A3_LOC118415778,SLC37A3.1
LOC118416822,PXK,PXK,PXK
LOC118416823,RENBP,RENBP,RENBP
LOC118416824,TMPO,TMPO,TMPO
LOC118416820,APEX2,APEX2,APEX2
LOC118415790,PSMD6,PSMD6,PSMD6
LOC118416447,FEZF2,Fezf,FEZF2
LOC118415431,HERC1,HERC1_LOC118415431,HERC1.1
LOC118415432,FAM120C,FAM120C,FAM120C
LOC118415434,PDHB,PDHB_LOC118415434,PDHB.1
LOC118415435,SLC25A3,SLC25A3,SLC25A3
LOC118415437,PEX26,PEX26,PEX26
LOC118415433,DNAJC21,DNAJC21,DNAJC21
LOC118415438,CNBP,CNBP,CNBP
LOC118415289,Hypp3308,Hypp3308,Hypp3308
LOC118415292,Hypp3309,Hypp3309,Hypp3309
LOC118415290,CAPZA1,CAPZA1,CAPZA1
LOC118416881,TMEM116,TMEM116_LOC118416881,TMEM116.1
LOC118416883,C15orf65,C15orf65,C15orf65
LOC118416880,KLHDC10,KLHDC10,KLHDC10
LOC118415314,UBE2H,UBE2H,UBE2H
LOC118416472,Hypp3311,Hypp3311,Hypp3311
LOC118415242,SUCLG2,SUCLG2,SUCLG2
LOC118415241,DMTF1,DMTF1,DMTF1
LOC118429411,DEDD,DEDD_LOC118429411,DEDD.1
LOC118416814,KCNIP3,KCNIP3_LOC118416814,KCNIP3.1
LOC118416497,Hypp3314,Hypp3314,Hypp3314
LOC118416606,Hypp3316,Hypp3316,Hypp3316
LOC118415648,SYN3,SYN3,SYN3
LOC118415649,TIMP3,TIMP3,TIMP3
LOC118416614,Hypp3317,Hypp3317,Hypp3317
LOC118416615,ABHD14B,ABHD14B,ABHD14B
LOC118416611,ACY1,ACY1,ACY1
LOC118416616,METTL1,METTL1,METTL1
LOC118416609,C12orf56,C12orf56,C12orf56
LOC118416610,KLHL13,KLHL13_LOC118416610,KLHL13.7
LOC118415479,MYH7,MYH7_LOC118415479,MYH7.2
LOC118415483,Hypp3320,Hypp3320,Hypp3320
LOC118416641,NOL9,NOL9,NOL9
LOC118416637,NISCH,NISCH,NISCH
LOC118416640,IQCA1,IQCA1,IQCA1
LOC118416675,NRF1,NRF1,NRF1
LOC118416677,SMKR1,SMKR1,SMKR1
LOC118416238,MFHAS1,MFHAS1_LOC118416238,MFHAS1.12
LOC118415345,CCDC115,CCDC115,CCDC115
LOC118415343,ALAS1,ALAS1,ALAS1
LOC118416742,LAMB1,LAMB1_LOC118416742,LAMB1.1
LOC118415927,ADI1,ADI1,ADI1
LOC118415925,CCDC51,CCDC51,CCDC51
LOC118415924,ALG12,ALG12,ALG12
LOC118415922,BRPF1,BRPF1,BRPF1
LOC118415278,PRKAR2A,PRKAR2A,PRKAR2A
LOC118416629,STRIP1,STRIP1,STRIP1
LOC118416630,TCF12,Tcf12,TCF12
LOC118416237,ARIH1,ARIH1_LOC118416237,ARIH1.1
LOC118416809,ADIPOR2,ADIPOR2,ADIPOR2
LOC118415323,RAP1B,RAP1B,RAP1B
LOC118415225,AC113404.1,AC113404.1,AC113404.1
LOC118416057,FBXW7,FBXW7_LOC118416057,FBXW7.5
LOC118416060,MEIG1,MEIG1,MEIG1
LOC118416059,TMEM115,TMEM115,TMEM115
LOC118416056,MBD4,MBD4,MBD4
LOC118416444,Hypp3330,Hypp3330,Hypp3330
LOC118415339,EBP,EBP,EBP
LOC118415338,BAP1,BAP1,BAP1
LOC118416556,STEAP3,STEAP3,STEAP3
LOC118432837,Hypp3333,Hypp3333,Hypp3333
LOC118415838,Hypp3335,Hypp3335,Hypp3335
LOC118416761,MFSD2A,MFSD2A_LOC118416761,MFSD2A.12
LOC118408968,RAB7A,RAB7A,RAB7A
LOC118416626,FAM173B,FAM173B,FAM173B
LOC118415565,METTL10,Mettl10,METTL10
LOC118415564,ULK1,ULK1,ULK1
LOC118415567,LAGE3,LAGE3,LAGE3
LOC118410607,Hypp3338,Hypp3338,Hypp3338
LOC118415672,RAB7A,RAB7A_LOC118415672,RAB7A.1
LOC118415673,RAB7A,RAB7A_LOC118415673,RAB7A.2
LOC118415675,IMPA1,IMPA1,IMPA1
LOC118415676,MFSD3,MFSD3,MFSD3
LOC118415678,POLR2C,POLR2C,POLR2C
LOC118415679,CDK16,CDK16,CDK16
LOC118415677,SLC35B4,SLC35B4,SLC35B4
LOC118415293,TATDN2,TATDN2,TATDN2
LOC118415294,NEIL2,NEIL2,NEIL2
LOC118415295,TMEM56,TMEM56_LOC118415295,TMEM56.9
LOC118411086,NOTCH1,NOTCH1_LOC118411086,NOTCH1.14
LOC118413014,Hypp3340,Hypp3340,Hypp3340
LOC118415742,CFAP100,CFAP100,CFAP100
LOC118415743,AMDHD1,AMDHD1,AMDHD1
LOC118415118,HAL,HAL,HAL
LOC118415116,ZXDC,ZXDC,ZXDC
LOC118415568,USP44,USP44,USP44
LOC118415578,CHCHD4,CHCHD4,CHCHD4
LOC118415570,NTN4,NTN4,NTN4
LOC118415569,UROC1,UROC1,UROC1
LOC118415577,MED20,MED20,MED20
LOC118415576,UBE2T,UBE2T,UBE2T
LOC118415571,SMYD2_TDRD1,SMYD2_TDRD1,SMYD2_TDRD1
LOC118415579,RNASEK,RNASEK,RNASEK
LOC118415572,SNRPF,SNRPF,SNRPF
LOC118416595,MFSD2A,MFSD2A_LOC118416595,MFSD2A.13
LOC118415337,GPKOW,GPKOW,GPKOW
LOC118415334,SEL1L3,SEL1L3,SEL1L3
LOC118416523,FIBCD1,FIBCD1_LOC118416523,FIBCD1.4
LOC118416572,SLC41A2,SLC41A2,SLC41A2
LOC118416440,NDUFAF3,NDUFAF3,NDUFAF3
LOC118416740,TMEM110,TMEM110,TMEM110
LOC118416303,Hypp3364,Hypp3364,Hypp3364
LOC118415887,Hypp3487,Hypp3487,Hypp3487
LOC118416939,Hypp3366,Hypp3366,Hypp3366
LOC118416304,Hypp3369,Hypp3369,Hypp3369
LOC118416305,MFSD4A,MFSD4A_LOC118416305,MFSD4A.1
LOC118416833,Hypp3372,Hypp3372,Hypp3372
LOC118416834,CD3EAP,CD3EAP,CD3EAP
LOC118416306,THNSL1,THNSL1,THNSL1
LOC118416479,BCAP29,BCAP29,BCAP29
LOC118413202,RDH11,RDH11,RDH11
LOC118413154,RDH14,RDH14_LOC118413154,RDH14.7
LOC118410043,CLYBL,CLYBL_LOC118410043,CLYBL.1
LOC118416312,MOV10,MOV10_LOC118416312,MOV10.1
LOC118415929,MOV10,MOV10_LOC118415929,MOV10.2
LOC118405816,SLC15A2,SLC15A2,SLC15A2
LOC118416311,MOV10,MOV10_LOC118416311,MOV10.3
LOC118415405,PFKFB1,PFKFB1,PFKFB1
LOC118416508,YOD1,YOD1,YOD1
LOC118415934,NUDT5,NUDT5,NUDT5
LOC118415936,EMC1,EMC1,EMC1
LOC118415939,Hypp3392,Hypp3392,Hypp3392
LOC118415937,Hypp3393,Hypp3393,Hypp3393
LOC118426316,ZNF45,ZNF45,ZNF45
LOC118425432,CHL1,CHL1,CHL1
LOC118416318,ENDOU,ENDOU_LOC118416318,ENDOU.4
LOC118415942,SLC25A26,SLC25A26,SLC25A26
LOC118416319,Hypp3398,Hypp3398,Hypp3398
LOC118415954,Hypp3399,Hypp3399,Hypp3399
LOC118430880,CUBN,CUBN_LOC118430880,CUBN.3
LOC118407108,Hypp3401,Hypp3401,Hypp3401
LOC118415467,SLC6A13,SLC6A13_LOC118415467,SLC6A13.2
LOC118415914,TKT,TKT,TKT
LOC118416332,FGD6,FGD6,FGD6
LOC118416334,Hypp3403,Hypp3403,Hypp3403
LOC118416335,LRRN2,LRRN2,LRRN2
LOC118415587,TPRA1,TPRA1,TPRA1
LOC118415588,MCM2,MCM2,MCM2
LOC118407046,Hypp3406,Hypp3406,Hypp3406
LOC118416697,LAMTOR5,LAMTOR5,LAMTOR5
LOC118416543,SLC19A3,SLC19A3_LOC118416543,SLC19A3.1
LOC118416478,KLHDC8A,KLHDC8A,KLHDC8A
LOC118416065,PGLYRP1,PGLYRP1_LOC118416065,PGLYRP1.6
LOC118415161,TMEM246,TMEM246,TMEM246
LOC118415155,AASS,AASS_LOC118415155,AASS.1
LOC118415365,IARS,IARS,IARS
LOC118415701,Hypp3409,Hypp3409,Hypp3409
LOC118416622,ATP2B2_ATP2B3,ATP2B2_ATP2B3,ATP2B2_ATP2B3
LOC118415311,UBA1,UBA1,UBA1
LOC118415312,Hypp3427,Hypp3427,Hypp3427
LOC118416106,Hypp3429,Hypp3429,Hypp3429
LOC118415419,SLIT3,SLIT3_LOC118415419,SLIT3.1
LOC118415386,PODN_SLIT2,PODN_SLIT2,PODN_SLIT2
LOC118415944,WASL,WASL,WASL
LOC118415714,SPDL1,SPDL1,SPDL1
LOC118415356,MID1,MID1_LOC118415356,MID1.10
LOC118416041,DENND6B,DENND6B,DENND6B
LOC118415622,RP11-104H15.12,RP11-104H15.12,RP11-104H15.12
LOC118416042,FAM198B,FAM198B_LOC118416042,FAM198B.1
LOC118415277,SLMAP,SLMAP,SLMAP
LOC118420509,FASN,FASN_LOC118420509,FASN.5
LOC118416142,FASN,FASN_LOC118416142,FASN.6
LOC118416655,RYBP,RYBP,RYBP
LOC118416660,RPL36,RPL36,RPL36
LOC118415593,FANCD2,FANCD2,FANCD2
LOC118416649,PLSCR1,PLSCR1_LOC118416649,PLSCR1.7
LOC118415594,DDX60,DDX60,DDX60
LOC118416025,KIN,KIN,KIN
LOC118415358,AASS,AASS_LOC118415358,AASS.2
LOC118415360,CCDC155,CCDC155,CCDC155
LOC118419783,NXPE3_NXPE4,NXPE3_NXPE4,NXPE3_NXPE4
LOC118419817,TRPC5_TRPC4,TRPC5_TRPC4,TRPC5_TRPC4
LOC118419816,SNX27,SNX27_LOC118419816,SNX27.1
LOC118419487,CTSO,CTSO,CTSO
LOC118419486,PISD,PISD_LOC118419486,PISD.1
LOC118419507,TDO2,TDO2,TDO2
LOC118419188,SUMO3,SUMO3,SUMO3
LOC118419187,Hypp3554,Hypp3554,Hypp3554
LOC118420143,ASIC5,ASIC5_LOC118420143,ASIC5.3
LOC118419095,GALNT10,GALNT10,GALNT10
LOC118419185,CDK10,CDK10,CDK10
LOC118419203,SRD5A3,SRD5A3,SRD5A3
LOC118419424,RRM1,RRM1,RRM1
LOC118419724,Hypp3567,Hypp3567,Hypp3567
LOC118409194,PCF11,PCF11,PCF11
LOC118419605,NUP54,NUP54,NUP54
LOC118409454,SLC27A2,SLC27A2_LOC118409454,SLC27A2.5
LOC118419583,OTOP1,OTOP1,OTOP1
LOC118419233,FAT4,FAT4_LOC118419233,FAT4.7
LOC118429104,SHH,SHH_LOC118429104,SHH.1
LOC118418997,PRPS1,PRPS1,PRPS1
LOC118419128,ADCY9,ADCY9,ADCY9
LOC118419748,EP300,EP300,EP300
LOC118419907,SMARCA5,SMARCA5,SMARCA5
LOC118419443,OSBP,OSBP_LOC118419443,OSBP.1
LOC118419442,Hypp3580,Hypp3580,Hypp3580
LOC118418794,EXOC1,EXOC1,EXOC1
LOC118418797,Hypp3581,Hypp3581,Hypp3581
LOC118420151,PROKR2,PROKR2_LOC118420151,PROKR2.4
LOC118405935,FAT4,FAT4_LOC118405935,FAT4.8
LOC118420252,RANGAP1,RANGAP1,RANGAP1
LOC118420159,Hypp3585,Hypp3585,Hypp3585
LOC118419169,KLHL5,KLHL5,KLHL5
LOC118419311,TRPC5,TRPC5_LOC118419311,TRPC5.7
LOC118420158,IL6ST,IL6ST_LOC118420158,IL6ST.1
LOC118419236,TRIM3,TRIM3_LOC118419236,TRIM3.30
LOC118419237,Hypp3591,Hypp3591,Hypp3591
LOC118405988,TNKS,TNKS_LOC118405988,TNKS.2
LOC118419312,MRVI1,MRVI1,MRVI1
LOC118419993,Hypp3618,Hypp3618,Hypp3618
LOC118418054,Hypp3620,Hypp3620,Hypp3620
LOC118419500,SREBF1,SREBF1,SREBF1
LOC118419585,SQSTM1,SQSTM1,SQSTM1
LOC118419616,LYG1,LYG1,LYG1
LOC118419615,Hypp3624,Hypp3624,Hypp3624
LOC118426682,Hypp3629,Hypp3629,Hypp3629
LOC118413409,FURIN,FURIN_LOC118413409,FURIN.2
LOC118419336,Hypp3631,Hypp3631,Hypp3631
LOC118419321,ASIC5,ASIC5_LOC118419321,ASIC5.4
LOC118419322,PRMT7,PRMT7,PRMT7
LOC118419614,LYG1,LYG1_LOC118419614,LYG1.1
LOC118419619,UBXN6,UBXN6,UBXN6
LOC118419620,FRG1,FRG1,FRG1
LOC118420272,ASAH1,ASAH1,ASAH1
LOC118419929,CNBD2,CNBD2_LOC118419929,CNBD2.6
LOC118412061,SLC18A2_SLC18A1,SLC18A2_SLC18A1,SLC18A2_SLC18A1
LOC118419751,SLC6A5,SLC6A5_LOC118419751,SLC6A5.5
LOC118419749,GUCY1B3,GUCY1B3_LOC118419749,GUCY1B3.6
LOC118419792,UGT2A3,UGT2A3,UGT2A3
LOC118420250,Hypp3639,Hypp3639,Hypp3639
LOC118419337,ZMYND8,ZMYND8_LOC118419337,ZMYND8.1
LOC118419148,FRYL,FRYL,FRYL
LOC118419872,SPCS3,SPCS3,SPCS3
LOC118419143,RPL21,RPL21,RPL21
LOC118419146,USP46,USP46,USP46
LOC118419144,CNGA3,CNGA3_LOC118419144,CNGA3.1
